# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 18 14:15:05 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
#
rowid,pl_hostname,pl_letter,pl_orbper,st_teff,st_rad,pl_eqt,pl_trandep,pl_trandur,pl_imppar,st_logg
1776,WASP-20,b,4.89962840,5940.00,1.39,1379,1.164000,0.1418000,0.7180,4.23
1777,WASP-21,b,4.32248200,5800.00,1.14,,1.082000,0.1398000,0.2300,4.28
1778,WASP-22,b,3.53273130,5958.00,1.22,,0.954000,0.1450100,,
1779,WASP-23,b,2.94442560,5150.00,0.77,,1.691000,0.0997600,,
1780,WASP-24,b,2.34121242,6075.00,1.33,,1.008000,0.1118000,0.6530,
1781,WASP-25,b,3.76482500,5703.00,0.92,,1.870000,0.1160000,,
1782,WASP-26,b,2.75660040,5939.00,1.30,,1.022000,0.0993000,,
1783,WASP-28,b,3.40883000,6150.00,1.09,1468,1.300000,0.1349000,0.2100,4.37
1784,WASP-29,b,3.92272700,4800.00,0.81,,1.020000,0.1108000,,
1785,WASP-3,b,1.84683500,6400.00,1.31,,1.026000,0.1140000,,
1786,WASP-31,b,3.40590960,6302.00,1.25,,1.615000,0.1103000,,
1787,WASP-32,b,2.71865900,6100.00,1.11,,1.240000,0.1010000,,
1788,WASP-33,b,1.21986690,7430.00,1.44,,1.372000,,0.1550,
1789,WASP-34,b,4.31767820,5700.00,0.93,1250,1.261000,0.0876000,0.9040,
1790,WASP-35,b,3.16157500,5990.00,1.09,,1.540000,0.1278000,,
1791,WASP-36,b,1.53736530,5959.00,0.95,,1.916000,0.0756600,,
1792,WASP-37,b,3.57746900,5800.00,1.00,,1.427000,0.1304000,,
1793,WASP-38,b,6.87181500,6150.00,1.33,,0.712000,0.1942000,,
1794,WASP-39,b,4.05525900,5400.00,0.90,,2.110000,0.1168000,,
1795,WASP-4,b,1.33823187,5436.00,0.92,,2.384000,0.0899000,,4.46
1796,WASP-41,b,3.05240100,5450.00,0.90,,1.860000,0.1080000,,
1797,WASP-42,b,4.98168720,5200.00,0.86,,1.650000,0.1204300,,
1798,WASP-43,b,0.81347500,4400.00,0.60,,2.550000,0.0483000,,
1799,WASP-44,b,2.42380390,5410.00,0.93,,1.588000,0.0936000,,
1800,WASP-45,b,3.12608760,5140.00,0.94,,1.495000,0.0746000,,
1801,WASP-46,b,1.43037000,5620.00,0.92,,2.155000,0.0697300,,
1802,WASP-47,b,4.15913990,5350.00,1.15,,1.051000,0.1493300,,
1803,WASP-48,b,2.14363544,6000.00,1.52,1956,,,,4.10
1804,WASP-49,b,2.78173870,5600.00,0.98,,1.376000,0.0883200,,
1805,WASP-5,b,1.62842790,5700.00,1.03,1706,1.180000,0.0987000,0.3100,4.39
1806,WASP-50,b,1.95509590,5400.00,0.84,,1.970000,0.0752400,,
1807,WASP-52,b,1.74977980,5000.00,0.79,1315,2.710000,0.0754000,0.6000,4.58
1808,WASP-54,b,3.69364110,6100.00,1.83,1759,0.860000,0.1863000,0.4900,4.00
1809,WASP-55,b,4.46563300,5960.00,1.06,,1.580000,0.1470000,,
1810,WASP-56,b,4.61710100,5600.00,1.11,1216,1.019000,0.1484000,0.2720,4.35
1811,WASP-57,b,2.83897100,5600.00,0.84,1251,1.269000,0.0960000,0.3450,4.57
1812,WASP-58,b,5.01718000,5800.00,1.17,1270,1.450000,0.1582000,0.4600,4.27
1813,WASP-59,b,7.91958500,4650.00,0.61,670,1.690000,0.1020000,0.2900,4.72
1814,WASP-6,b,3.36100208,5375.00,0.86,1184,,,,4.49
1815,WASP-60,b,4.30500110,5900.00,1.14,1320,0.600000,0.1390000,0.3700,4.35
1816,WASP-61,b,3.85590000,6320.00,1.36,,0.880000,0.1642000,,
1817,WASP-62,b,4.41195300,6280.00,1.28,,1.230000,0.1588000,,
1818,WASP-63,b,4.37809000,5570.00,1.88,,0.609000,0.2225000,,
1819,WASP-64,b,1.57329180,5400.00,1.06,1689,1.522000,0.0999900,0.3220,4.39
1820,WASP-65,b,2.31142430,5600.00,1.01,1480,1.280000,0.1139600,0.1490,4.40
1821,WASP-66,b,4.08605200,6580.00,1.75,,0.668000,0.1876000,,
1822,WASP-67,b,4.61442000,5240.00,0.87,,1.810000,0.0790000,,
1823,WASP-68,b,5.08429800,5911.00,1.69,1490,0.570000,0.2140000,0.2600,4.09
1824,WASP-69,b,3.86813820,4715.00,0.81,963,1.786000,0.0929000,0.6860,4.54
1825,WASP-7,b,4.95465800,6400.00,1.43,,0.579000,0.1573000,,
1826,WASP-70 A,b,3.71302030,5763.00,1.22,1387,0.970000,0.1389000,0.4310,4.31
1827,WASP-71,b,2.90367470,6059.00,2.26,2049,0.443000,0.2091000,0.3900,3.92
1828,WASP-72,b,2.21674210,6250.00,1.98,2210,0.430000,0.1558000,0.5900,3.99
1829,WASP-73,b,4.08722000,6036.00,2.07,1790,0.330000,0.2330000,0.2600,3.93
1830,WASP-74,b,2.13775000,5970.00,1.64,1910,0.961000,0.0955000,0.8600,4.18
1831,WASP-75,b,2.48419300,6100.00,1.26,1710,1.070000,0.0822000,0.8820,4.29
1832,WASP-77 A,b,1.36003090,5500.00,0.95,,1.693000,0.0900000,0.0600,4.33
1833,WASP-78,b,2.17517632,6100.00,1.60,,0.630000,0.1953000,,
1834,WASP-79,b,3.66238660,6600.00,1.53,1900,1.268000,0.1661000,0.7060,
1835,WASP-8,b,8.15871500,5600.00,0.94,,1.276000,0.1832000,0.6040,
1836,WASP-8,c,4323.00000000,5600.00,0.94,,,,,
1837,WASP-80,b,3.06785234,4143.00,0.59,825,2.937000,0.0887917,0.2150,4.66
1838,WASP-82,b,2.70578500,6480.00,2.22,2200,0.630000,0.2080000,0.3000,3.96
1839,WASP-83,b,4.97125200,5510.00,1.05,1120,1.040000,0.1402000,0.2300,4.44
1840,WASP-84,b,8.52348650,5314.00,0.75,797,1.678000,0.1145200,0.6320,4.40
1841,WASP-88,b,4.95400000,6431.00,2.08,1772,0.700000,0.2520000,0.2300,3.96
1842,WASP-89,b,3.35642270,5130.00,0.88,1120,1.490000,0.1025000,0.1000,4.51
1843,WASP-94 A,b,3.95019070,6153.00,1.62,1604,1.197000,0.1870000,0.1700,4.18
1844,WASP-94 B,b,2.00839000,6040.00,1.35,,,,,4.26
1845,WASP-95,b,2.18467300,5630.00,1.13,1570,1.050000,0.1160000,0.1900,4.38
1846,WASP-96,b,3.42526020,5540.00,1.05,1285,1.380000,0.1011000,0.7100,4.42
1847,WASP-97,b,2.07276000,5640.00,1.06,1555,1.190000,0.1076000,0.2300,4.43
1848,WASP-98,b,2.96264000,5525.00,0.70,1180,2.570000,0.0795000,0.7100,4.58
1849,WASP-99,b,5.75251000,6180.00,1.76,1480,0.410000,0.2190000,0.1800,4.12
1850,WD 0806-661,b,,,,323,,,,
1851,WISEP J121756.91+162640.2 A,b,,575.00,0.09,450,,,,5.00
1852,WTS-1,b,3.35205700,6250.00,1.15,1500,1.763600,,0.6900,4.40
1853,WTS-2,b,1.01870680,5000.00,0.75,2000,,,0.5840,4.60
1854,XO-1,b,3.94150685,5750.00,0.94,,1.742000,0.1238000,,
1855,XO-2 N,b,2.61585922,5332.00,1.01,,,,,4.44
1856,XO-2 S,b,18.15700000,5399.00,1.02,,,,,4.43
1857,XO-2 S,c,120.80000000,5399.00,1.02,,,,,4.43
1858,XO-3,b,3.19152390,6429.00,1.38,,0.820000,0.1245000,,
1859,XO-4,b,4.12508280,5700.00,1.55,,,,,4.18
1860,XO-5,b,4.18775580,5430.00,1.13,1230,1.080000,0.1299000,0.5500,4.35
1861,alf Ari,b,380.80000000,4553.00,13.90,,,,,
1862,alf Cen B,b,3.23570000,5214.00,0.86,,,,,
1863,alf Tau,b,628.96000000,4055.00,45.10,,,,,1.20
1864,bet Cnc,b,605.20000000,4092.10,47.20,,,,,1.40
1865,bet Pic,b,7482.50000000,,,,,,,
1866,bet UMi,b,522.30000000,4126.00,38.30,,,,,1.50
1867,eps CrB,b,417.90000000,4406.00,21.00,,,,,1.94
1868,eps Eri,b,2502.00000000,,,,,,,
1869,eps Tau,b,594.90000000,4901.00,13.70,,,,,
1870,gam 1 Leo,b,428.50000000,4330.00,31.88,,,,,
1871,gam Cep,b,905.57400000,4888.00,4.66,,,,,3.33
1872,kap And,b,,10900.00,,1900,,,,3.78
1873,kap CrB,b,1251.00000000,4877.00,5.00,,,,,
1874,mu Leo,b,357.80000000,4538.20,11.40,,,,,2.40
1875,nu Oph,b,530.32000000,4928.00,15.10,,,,,
1876,nu Oph,c,3186.00000000,4928.00,15.10,,,,,
1877,ome Ser,b,277.02000000,4770.00,12.30,,,,,2.32
1878,omi CrB,b,187.83000000,4749.00,10.50,,,,,
1879,omi UMa,b,1630.00000000,5242.00,14.10,,,,,
1880,rho CrB,b,39.64500000,5777.00,1.31,,,,,
1881,tau Boo,b,3.31245680,6400.00,1.46,,,,,4.50
1882,tau Gem,b,305.50000000,4388.00,26.80,,,,,1.96
1883,ups And,b,4.61703300,,,,,,,
1884,ups And,c,241.25800000,,,,,,,
1885,ups And,d,1276.46000000,,,,,,,
1886,ups And,e,3848.86000000,,,,,,,
1887,xi Aql,b,136.75000000,4780.00,12.00,,,,,2.66
